,Date,PCR_Postive_Count,PCR_Positive_Hospitalised,Deceased,Total_Confirmed,Current_Infected,temperature,wind_speed,relative_humidity,Day_of_week,PCR_Postive_Count_lag_-1,PCR_Postive_Count_lag_-2,PCR_Postive_Count_lag_-3,PCR_Postive_Count_lag_-4,PCR_Postive_Count_lag_-5,PCR_Postive_Count_lag_-6,PCR_Postive_Count_lag_-7,Current_Infected_lag_-1,Current_Infected_lag_-2,Current_Infected_lag_-3,Current_Infected_lag_-4,Current_Infected_lag_-5,Current_Infected_lag_-6,Current_Infected_lag_-7
0,2021-08-02,122,3,0,138639,1560,15.408933333333334,10.650933333333334,83.22133333333333,Monday,142.0,170.0,129.0,156.0,51.0,47.0,115.0,1646.0,1758.0,1830.0,1901.0,1875.0,1834.0,1870.0
1,2021-08-03,142,8,0,138781,1646,14.946933333333334,10.774666666666667,87.57466666666667,Tuesday,170.0,129.0,156.0,51.0,47.0,115.0,161.0,1758.0,1830.0,1901.0,1875.0,1834.0,1870.0,1959.0
2,2021-08-04,170,6,1,138951,1758,16.02306666666667,7.270933333333333,81.32933333333334,Wednesday,129.0,156.0,51.0,47.0,115.0,161.0,234.0,1830.0,1901.0,1875.0,1834.0,1870.0,1959.0,2138.0
3,2021-08-05,129,1,0,139080,1830,17.316933333333335,9.5004,80.69333333333333,Thursday,156.0,51.0,47.0,115.0,161.0,234.0,247.0,1901.0,1875.0,1834.0,1870.0,1959.0,2138.0,2291.0
4,2021-08-06,156,10,3,139236,1901,16.960666666666665,16.658666666666665,80.05333333333333,Friday,51.0,47.0,115.0,161.0,234.0,247.0,228.0,1875.0,1834.0,1870.0,1959.0,2138.0,2291.0,2440.0
5,2021-08-07,51,0,0,139287,1875,16.506,13.2,80.50133333333333,Saturday,47.0,115.0,161.0,234.0,247.0,228.0,81.0,1834.0,1870.0,1959.0,2138.0,2291.0,2440.0,2424.0
6,2021-08-08,47,1,0,139334,1834,15.351333333333335,17.287333333333333,77.40933333333334,Sunday,115.0,161.0,234.0,247.0,228.0,81.0,121.0,1870.0,1959.0,2138.0,2291.0,2440.0,2424.0,2443.0
7,2021-08-09,115,9,1,139449,1870,16.550666666666665,12.471466666666666,71.54266666666666,Monday,161.0,234.0,247.0,228.0,81.0,121.0,225.0,1959.0,2138.0,2291.0,2440.0,2424.0,2443.0,2574.0
8,2021-08-10,161,12,1,139610,1959,17.744933333333332,9.987333333333334,75.45866666666667,Tuesday,234.0,247.0,228.0,81.0,121.0,225.0,272.0,2138.0,2291.0,2440.0,2424.0,2443.0,2574.0,2772.0
9,2021-08-11,234,11,1,139844,2138,19.403333333333332,6.150933333333333,74.60933333333334,Wednesday,247.0,228.0,81.0,121.0,225.0,272.0,417.0,2291.0,2440.0,2424.0,2443.0,2574.0,2772.0,3136.0
