Date,Time_Unit,District,Total_Confirmed,Difference_Yesterday,Total_Hospitalized,Total_Death,Total_Recovered,Current_Infected,Inzidenz_Total,Inzidenz_RLP,Inzidenz_US_Army,Inzidenz_Under_Age_20,Inzidenz_Between_Age_20_59,Inzidenz_Above_Age_59,Inzidenz_Hospitalized_US_Army,Infected_For_Last_7_Days_Previous_Week,Hospitalized_diff,Death_diff,temperature,wind_speed,relative_humidity
28-12-2021,150,Donnersbergkreis,4447,22,263,88,4034,325,81,107.2,106.2,184.9,104.8,64.4,2.18,,0,0,7.188,42.364,91.96
28-12-2021,150,Germersheim,12305,76,640,169,10365,1771,307,238,237.9,287.9,277.8,129.4,2.18,,1,3,6.416,42.364,86.28
28-12-2021,150,Kaiserslautern,7571,62,339,99,6267,1205,222,208.8,179.4,344,253.6,46.5,2.18,,3,0,8.9,42.364,86.4
28-12-2021,150,Kusel,3832,27,279,80,3436,316,90,128.4,121.8,244.3,133.9,59.6,2.18,,3,4,7.776,25.844,86.4
28-12-2021,150,KS Ludwigshafen,18015,60,521,365,15890,1760,292,169.2,169.2,256.4,181.7,69.8,2.18,,8,4,9.14,17.288,88.08
28-12-2021,150,Bernkastel-Wittlich,5698,40,388,73,5014,611,103,91.4,90.1,137,105.3,42.6,2.18,,0,0,7.388,26.66,86.52
28-12-2021,150,KS Trier,4858,22,210,41,4333,484,118,106.6,106.6,207.2,105.1,41.3,2.18,,0,0,8.72,25.9,86.24
28-12-2021,150,KS Worms,7750,32,395,110,6965,675,143,171.3,171.3,258.8,191.1,73.1,2.18,,2,0,9.048,23.536,88.8
28-12-2021,150,Neuwied,13547,25,470,215,12021,1311,192,104.8,104.8,179.6,116.6,37.9,2.18,,1,1,7.668,8.736,92.72
28-12-2021,150,Vulkaneifel,3394,30,243,68,3062,264,81,133.9,133.9,252.7,136.8,69.2,2.18,,2,0,6.88,18.264,82.76
28-12-2021,150,Trier-Saarburg,7729,6,358,111,7015,603,110,73.1,73,91.1,92.8,25.4,2.18,,0,0,8.72,25.9,86.24
28-12-2021,150,Westerwaldkreis,12052,47,839,190,11136,726,251,123.7,123.7,198.4,131,62.5,2.18,,3,2,5.692,19.036,95.64
28-12-2021,150,KS Frankenthal,4441,18,100,70,3773,598,109,223.6,223.6,333.9,265.4,82.2,2.18,,0,0,9.048,23.536,88.8
28-12-2021,150,KS Koblenz,7277,31,220,171,6253,853,184,162.3,162.3,264,188.9,50,2.18,,0,0,9.052,8.736,87.16
28-12-2021,150,Rhein-Pfalz-Kreis,12982,20,369,254,11324,1404,197,127.3,127.3,209.6,138.1,59,2.18,,7,1,9.288,23.536,83.76
28-12-2021,150,KS Landau i.d.Pf.,3650,9,271,56,3311,283,71,152.1,152.1,284.6,167.4,32.5,2.18,,1,0,9,42.364,86.92
28-12-2021,150,KS Mainz,15792,75,667,233,14587,972,345,158.9,158.8,209.5,194.1,31.7,2.18,,0,0,8.832,18.052,90.08
28-12-2021,150,KS Neustadt a.d.W.,4046,7,215,51,3572,423,94,176.3,176.3,324.4,213,40.1,2.18,,3,0,6.416,42.364,95.68
28-12-2021,150,KS Pirmasens,2520,21,246,71,2108,341,54,134.4,134.4,302.9,127.1,58.9,2.18,,1,1,7.952,27.14,91.88
28-12-2021,150,KS Speyer,5480,13,176,104,4740,636,82,161.6,161.6,230.3,194.8,64.8,2.18,,0,0,9.024,23.536,86.28
28-12-2021,150,KS Kaiserslautern,7016,88,425,142,5753,1121,234,234.8,220.4,276.4,274.2,128.6,2.18,,0,0,8.9,42.364,86.4
29-12-2021,151,Bad Kreuznach,9795,29,279,154,9002,639,182,114.6,114.6,227,125.7,31.9,2.3,,4,0,9.708,9.324,95.24
29-12-2021,151,Ahrweiler,8047,18,305,81,7429,537,131,100.4,100.4,193.3,115.6,28,2.3,,0,0,10.62,15.448,77.56
29-12-2021,151,Altenkirchen,8366,71,555,114,7781,471,171,132.5,132.5,233.1,137,63.5,2.3,,0,0,8.228,17.9,93.52
29-12-2021,151,Mayen-Koblenz,12289,57,413,204,10640,1445,292,135.9,135.9,196.7,163.9,51,2.3,,0,0,9.976,8.548,83.68
29-12-2021,151,Alzey-Worms,9500,27,482,154,8514,832,157,120.1,120.1,154.5,147.5,47.8,2.3,,2,0,9.4,9.324,90.44
29-12-2021,151,KS Worms,7788,38,398,111,7019,658,148,177.3,177.3,308.1,188.8,64.5,2.3,,3,1,9.692,17.52,88.6
29-12-2021,151,Cochem-Zell,3520,17,195,84,3231,205,56,90.9,90.9,162.1,101.2,39.1,2.3,,1,0,7.364,15.448,93.8
29-12-2021,151,Donnersbergkreis,4465,18,264,88,4044,333,78,103.3,102.3,170.7,107.4,55.8,2.3,,1,0,7.52,37.028,95.44
29-12-2021,151,Germersheim,12305,0,640,169,10384,1752,256,198.4,198.4,227.1,233.7,112.9,2.3,,0,0,6.956,37.028,86.36
29-12-2021,151,Kaiserslautern,7629,58,339,99,6267,1263,221,207.9,178.6,377,238.5,46.5,2.3,,0,0,9.34,37.028,89.76
29-12-2021,151,Kusel,3851,19,280,80,3451,320,83,118.4,112.3,195.4,145.6,38.3,2.3,,1,0,8.192,19.028,89.76
29-12-2021,151,Bernkastel-Wittlich,5725,27,391,73,5016,636,105,93.2,91.9,156.5,107,34.1,2.3,,3,0,8.048,24.392,92.72
29-12-2021,151,Birkenfeld,5829,30,450,116,5407,306,83,102.7,99.7,117.5,115.8,75,2.3,,2,0,8.516,15.248,90.2
29-12-2021,151,Mainz-Bingen,12091,56,572,250,11116,725,252,119.1,119.1,146.3,153.9,39.1,2.3,,0,1,9.708,20.212,90.44
29-12-2021,151,Neuwied,13604,57,473,216,12021,1367,178,97.2,97.2,131.1,122,34.3,2.3,,3,1,8.112,8.548,92.8
29-12-2021,151,KS Kaiserslautern,7106,90,425,142,5753,1211,268,268.9,252.4,335.3,321,121.3,2.3,,0,0,9.34,37.028,89.76
29-12-2021,151,Westerwaldkreis,12112,60,841,190,11177,745,249,122.8,122.8,206.2,130,55.8,2.3,,2,0,6.416,17.9,96
29-12-2021,151,Rhein-Pfalz-Kreis,13044,62,375,254,11371,1419,196,126.7,126.6,216.4,140.7,48.5,2.3,,6,0,10.332,17.52,82.56
29-12-2021,151,Rhein-Lahn-Kreis,6656,43,455,107,6065,484,138,112.6,112.6,141,137.5,56.8,2.3,,2,0,9.708,9.324,83.68
29-12-2021,151,Vulkaneifel,3427,33,243,68,3073,286,94,155.4,155.4,243,183.5,69.2,2.3,,0,0,7.364,15.448,77.56
29-12-2021,151,KS Frankenthal,4468,27,101,70,3777,621,109,223.6,223.6,366.2,245.3,95.9,2.3,,1,0,9.692,17.52,88.6
29-12-2021,151,KS Speyer,5507,27,179,104,4779,624,75,147.8,147.8,230.3,168.1,64.8,2.3,,3,0,10.072,17.52,86.36
29-12-2021,151,Trier-Saarburg,7778,49,359,111,7036,631,125,83,83,80.6,111.9,32.3,2.3,,1,0,9.06,18.636,92.36
29-12-2021,151,KS Landau i.d.Pf.,3671,21,273,56,3335,280,61,130.7,130.7,148.5,175,24.4,2.3,,2,0,9.332,37.028,90.76
29-12-2021,151,KS Ludwigshafen,18084,69,522,365,15919,1800,282,163.4,163.4,239.5,178.5,67.5,2.3,,1,0,9.748,14.372,88.6
29-12-2021,151,KS Mainz,15856,64,668,233,14651,972,356,164,163.8,195.7,203.3,39.6,2.3,,1,0,9.404,18.396,90.44
29-12-2021,151,KS Neustadt a.d.W.,4081,35,215,51,3606,424,111,208.2,208.2,429,243.5,34.4,2.3,,0,0,6.956,37.028,97.84
29-12-2021,151,KS Trier,4893,35,210,42,4339,512,131,118.4,118.3,245.4,111.2,48.8,2.3,,0,1,9.06,18.636,92.36
29-12-2021,151,KS Pirmasens,2534,14,247,71,2113,350,58,144.4,144.3,317.3,147.4,51.6,2.3,,1,0,8.452,20.28,97.36
29-12-2021,151,KS Koblenz,7319,42,221,172,6284,863,174,153.5,153.4,221.7,182.5,56.3,2.3,,1,1,9.976,8.548,83.68
30-12-2021,152,Bad Kreuznach,9859,64,279,154,9043,662,223,140.5,140.5,261.4,164.6,31.9,2.22,,0,0,13.096,9.744,96.04
30-12-2021,152,Bernkastel-Wittlich,5755,30,393,73,5075,607,118,104.7,103.2,146.8,129.8,39.7,2.22,,2,0,11.456,22.236,92.8
30-12-2021,152,Birkenfeld,5853,24,451,117,5426,310,93,115.1,111.7,145.1,138.5,63.8,2.22,,1,1,11.8,15.584,92.88
30-12-2021,152,Cochem-Zell,3539,19,195,84,3246,209,67,108.8,108.7,190.7,127.3,39.1,2.22,,0,0,10.96,16.564,91.2
30-12-2021,152,Germersheim,12446,141,640,170,10569,1707,322,249.6,249.6,292,295.5,134.9,2.22,,0,1,10.508,38.716,87.12
30-12-2021,152,Kaiserslautern,7720,91,339,99,6381,1240,274,257.7,221.4,485.4,302.8,34.1,2.22,,0,0,12.712,38.716,90.6
30-12-2021,152,Neuwied,13677,73,474,216,12084,1377,216,117.9,117.9,154,150.1,41.5,2.22,,1,0,11.684,6.8,91.56
30-12-2021,152,Mainz-Bingen,12137,46,578,251,11154,732,270,127.6,127.6,168.3,159.4,44,2.22,,6,1,13.096,22.328,89.64
30-12-2021,152,Mayen-Koblenz,12356,67,416,204,10709,1443,308,143.4,143.4,189.2,179.3,54.1,2.22,,3,0,12.316,6.8,87.24
30-12-2021,152,Rhein-Lahn-Kreis,6707,51,457,107,6109,491,172,140.3,140.3,159.2,174.7,74.8,2.22,,2,0,13.096,9.744,87.24
30-12-2021,152,KS Speyer,5543,36,180,104,4796,643,86,169.5,169.5,263.2,179.5,97.1,2.22,,1,0,13.664,11.596,87.12
30-12-2021,152,Alzey-Worms,9541,41,482,154,8653,734,162,123.9,123.9,162.5,157.8,37.2,2.22,,0,0,12.752,9.744,89.64
30-12-2021,152,Kusel,3878,27,281,80,3482,316,99,141.2,134,211.7,174.7,55.4,2.22,,1,0,11.54,21.268,90.6
30-12-2021,152,Altenkirchen,8414,48,558,114,7802,498,192,148.7,148.7,237.3,156.8,81.2,2.22,,3,0,11.524,14.352,93.4
30-12-2021,152,Ahrweiler,8084,37,306,81,7498,505,138,105.8,105.8,206.4,129.5,16.3,2.22,,1,0,13.536,16.564,80.4
30-12-2021,152,Trier-Saarburg,7804,26,359,111,7056,637,125,83,83,63.1,114.5,39.2,2.22,,0,0,12.308,20.656,92.84
30-12-2021,152,Vulkaneifel,3449,22,243,69,3091,289,109,180.2,180.2,272.1,210.2,89,2.22,,0,1,10.96,16.564,80.4
30-12-2021,152,Westerwaldkreis,12144,32,844,191,11228,725,222,109.5,109.5,167.1,121.5,50.7,2.22,,3,1,10.028,14.352,95.32
30-12-2021,152,KS Frankenthal,4496,28,102,70,3791,635,90,184.6,184.6,237,237.3,61.6,2.22,,1,0,13.368,11.596,86.24
30-12-2021,152,KS Kaiserslautern,7236,130,426,143,5859,1234,346,347.2,325.9,411.7,434.7,128.6,2.22,,1,1,12.712,38.716,90.6
30-12-2021,152,KS Worms,7807,19,399,111,7144,552,122,146.2,146.2,228,163.8,55.9,2.22,,1,0,13.368,11.596,86.24
30-12-2021,152,KS Landau i.d.Pf.,3686,15,273,56,3343,287,64,137.1,137.1,136.1,186.4,32.5,2.22,,0,0,13.4,38.716,87.52
30-12-2021,152,KS Ludwigshafen,18197,113,528,366,15976,1855,296,171.5,171.5,242.3,195.6,60.5,2.22,,6,1,12.984,11.596,91.24
30-12-2021,152,KS Neustadt a.d.W.,4099,18,215,51,3646,402,102,191.3,191.3,449.9,209.2,22.9,2.22,,0,0,10.508,38.716,97.36
30-12-2021,152,KS Pirmasens,2545,11,248,71,2143,331,56,139.4,139.3,288.4,162.7,29.5,2.22,,1,0,11.868,19.772,96.84
30-12-2021,152,KS Trier,4921,28,210,42,4345,534,129,116.6,116.5,223.6,117.2,41.3,2.22,,0,0,12.308,20.656,92.84
30-12-2021,152,KS Koblenz,7380,61,224,173,6327,880,203,179,179,237.6,220.9,62.6,2.22,,3,1,12.316,6.8,87.24
30-12-2021,152,Rhein-Pfalz-Kreis,13114,70,380,254,11440,1420,186,120.2,120.2,175.2,154.8,29.5,2.22,,5,0,14.628,11.596,77.36
30-12-2021,152,Donnersbergkreis,4503,38,265,89,4058,356,94,124.4,123.3,170.7,152,51.5,2.22,,1,1,10.996,38.716,95.8
30-12-2021,152,KS Mainz,15965,109,678,234,14714,1017,403,185.6,185.5,237,225.5,45.6,2.22,,10,1,13.104,21.564,89.64
31-12-2021,153,Bad Kreuznach,9918,59,279,154,9081,683,245,154.3,154.3,285.5,181,35.9,2.42,,0,0,11.2,7.012,94.52
31-12-2021,153,Bernkastel-Wittlich,5756,1,393,74,5122,560,119,105.6,104.1,146.8,131.6,39.7,2.42,,0,1,9.6,15.66,92.32
31-12-2021,153,Birkenfeld,5853,0,451,117,5457,279,77,95.3,92.5,117.5,118.4,48.8,2.42,,0,0,9.684,10.892,92.96
31-12-2021,153,Cochem-Zell,3554,15,195,84,3266,204,76,123.4,123.3,247.9,130.5,48.9,2.42,,0,0,10.184,13.6,91.32
31-12-2021,153,Donnersbergkreis,4516,13,266,89,4078,349,98,129.7,128.5,199.1,162.4,34.3,2.42,,1,0,9.24,26.804,94.76
31-12-2021,153,Mayen-Koblenz,12397,41,417,205,10803,1389,314,146.2,146.2,199.3,181.1,54.1,2.42,,1,1,12.68,12.756,81.88
31-12-2021,153,Kusel,3884,6,281,80,3505,299,105,149.8,142.1,219.9,180.5,68.2,2.42,,0,0,8.992,11.128,88.56
31-12-2021,153,Mainz-Bingen,12219,82,578,251,11189,779,313,148,147.9,200,183.3,50.5,2.42,,0,0,11.2,19.856,88.76
31-12-2021,153,Neuwied,13737,60,478,217,12207,1313,226,123.4,123.4,182.5,151.2,39.7,2.42,,4,1,10.836,12.756,90.2
31-12-2021,153,Rhein-Lahn-Kreis,6729,22,460,107,6148,474,181,147.7,147.7,159.2,186,80,2.42,,3,0,11.2,7.012,81.88
31-12-2021,153,Germersheim,12446,0,640,170,10724,1552,322,249.6,249.6,292,295.5,134.9,2.42,,0,0,8.94,26.804,84.88
31-12-2021,153,Alzey-Worms,9552,11,482,154,8714,684,173,132.3,132.3,170.4,171.1,37.2,2.42,,0,0,11.228,7.012,88.76
31-12-2021,153,Kaiserslautern,7780,60,339,99,6428,1253,292,274.6,236,490.1,327.4,46.5,2.42,,0,0,10.628,26.804,88.56
31-12-2021,153,Rhein-Pfalz-Kreis,13138,24,381,254,11537,1347,188,121.5,121.5,164.9,156.1,37.9,2.42,,1,0,12.032,11.12,80.92
31-12-2021,153,KS Trier,4926,5,210,42,4392,492,117,105.7,105.7,196.3,106.6,41.3,2.42,,0,0,10.228,15.532,92.2
31-12-2021,153,Ahrweiler,8108,24,306,81,7546,481,140,107.3,107.3,197.7,134.1,18.7,2.42,,0,0,13.74,13.6,73.44
31-12-2021,153,Altenkirchen,8438,24,559,115,7833,490,205,158.8,158.8,262.2,167.5,81.2,2.42,,1,1,11.356,15.932,88.6
31-12-2021,153,Vulkaneifel,3477,28,243,69,3115,293,122,201.7,201.6,301.3,243.6,89,2.42,,0,0,10.184,13.6,73.44
31-12-2021,153,Westerwaldkreis,12175,31,846,192,11278,705,220,108.5,108.5,174.9,118.7,47.3,2.42,,2,1,9.332,15.932,94.36
31-12-2021,153,KS Frankenthal,4511,15,103,70,3857,584,94,192.8,192.8,269.3,229.2,82.2,2.42,,1,0,11.676,11.12,86.08
31-12-2021,153,KS Kaiserslautern,7284,48,426,143,5909,1232,369,370.3,347.6,429.4,472.5,124.9,2.42,,0,0,10.628,26.804,88.56
31-12-2021,153,KS Koblenz,7407,27,226,174,6377,856,206,181.7,181.7,232.3,222.5,71.9,2.42,,2,1,12.68,12.756,81.88
31-12-2021,153,KS Landau i.d.Pf.,3704,18,274,56,3382,266,70,149.9,149.9,160.9,201.6,32.5,2.42,,1,0,10.64,26.804,86.96
31-12-2021,153,KS Ludwigshafen,18211,14,529,366,16125,1720,267,154.7,154.7,205.7,178.5,60.5,2.42,,1,0,11.388,11.12,89.36
31-12-2021,153,KS Neustadt a.d.W.,4100,1,216,51,3681,368,101,189.5,189.4,460.4,201.6,22.9,2.42,,1,0,8.94,26.804,93.44
31-12-2021,153,KS Pirmasens,2545,0,248,71,2174,300,56,139.4,139.3,288.4,162.7,29.5,2.42,,0,0,9.428,12.132,94.52
31-12-2021,153,KS Speyer,5559,16,182,104,4837,618,96,189.2,189.2,285.2,206.3,103.6,2.42,,2,0,11.324,11.12,84.88
31-12-2021,153,KS Worms,7815,8,399,111,7174,530,130,155.8,155.8,246.4,172.9,60.2,2.42,,0,0,11.676,11.12,86.08
31-12-2021,153,Trier-Saarburg,7808,4,359,111,7097,600,113,75.1,75,59.6,104.3,32.3,2.42,,0,0,10.228,15.532,92.2
31-12-2021,153,KS Mainz,16062,97,680,234,14764,1064,433,199.4,199.3,242.6,246.2,47.6,2.42,,2,0,11.588,14.62,88.76
01-01-2022,154,Rhein-Pfalz-Kreis,13155,17,381,254,11666,1235,184,118.9,118.9,161.5,154.8,33.7,2.32,,0,0,9.204,7.748,87.76
01-01-2022,154,Altenkirchen,8456,18,559,115,7874,467,223,172.8,172.8,308,176.6,83.8,2.32,,0,0,10.308,11.552,89.6
01-01-2022,154,Alzey-Worms,9552,0,482,154,8797,601,173,132.3,132.3,170.4,171.1,37.2,2.32,,0,0,9.596,4.72,94.92
01-01-2022,154,Bad Kreuznach,9918,0,279,154,9116,648,245,154.3,154.3,285.5,181,35.9,2.32,,0,0,10.072,4.72,93.96
01-01-2022,154,Bernkastel-Wittlich,5756,0,393,74,5154,528,119,105.6,104.1,146.8,131.6,39.7,2.32,,0,0,9.188,9.256,95.24
01-01-2022,154,Cochem-Zell,3557,3,195,84,3291,182,79,128.3,128.2,247.9,137.1,53.8,2.32,,0,0,9.228,10.848,92.4
01-01-2022,154,Donnersbergkreis,4516,0,266,89,4124,303,92,121.8,120.6,184.9,154.6,30,2.32,,0,0,9.028,18.52,94.24
01-01-2022,154,Mainz-Bingen,12220,1,578,251,11213,756,306,144.7,144.6,195.1,177.8,52.1,2.32,,0,0,10.072,12.48,94.92
01-01-2022,154,Germersheim,12446,0,640,170,10887,1389,322,249.6,249.6,292,295.5,134.9,2.32,,0,0,8.876,18.52,85.12
01-01-2022,154,Kusel,3884,0,281,80,3535,269,105,149.8,142.1,219.9,180.5,68.2,2.32,,0,0,8.616,6.864,91.48
01-01-2022,154,Mayen-Koblenz,12397,0,417,205,10874,1318,306,142.5,142.5,191.7,176.6,54.1,2.32,,0,0,11.488,9.348,86.16
01-01-2022,154,Neuwied,13788,51,478,217,12337,1234,266,145.3,145.3,219.5,170.6,55.9,2.32,,0,0,10.008,9.348,92.2
01-01-2022,154,Rhein-Lahn-Kreis,6745,16,460,107,6178,460,197,160.7,160.7,182,200.5,85.1,2.32,,0,0,10.072,4.72,86.16
01-01-2022,154,Trier-Saarburg,7836,28,359,111,7154,571,126,83.7,83.6,77.1,115.7,30,2.32,,0,0,9.532,9.488,95.24
01-01-2022,154,Kaiserslautern,7782,2,339,99,6548,1135,294,276.5,237.6,499.5,327.4,46.5,2.32,,0,0,9.364,18.52,91.48
01-01-2022,154,Birkenfeld,5909,56,451,117,5475,317,128,158.4,153.7,207.4,204,63.8,2.32,,0,0,9.044,6.952,95
01-01-2022,154,Ahrweiler,8107,-1,306,81,7589,437,137,105,105,197.7,129.5,18.7,2.32,,0,0,11.032,10.848,83.56
01-01-2022,154,Westerwaldkreis,12186,11,846,192,11310,684,231,113.9,113.9,193.2,119.6,52.4,2.32,,0,0,8.436,11.552,95.32
01-01-2022,154,KS Frankenthal,4512,1,103,70,3901,541,75,153.8,153.8,172.3,197.1,68.5,2.32,,0,0,9.36,7.748,90.16
01-01-2022,154,KS Kaiserslautern,7299,15,426,143,6012,1144,384,385.3,361.7,458.8,488.8,128.6,2.32,,0,0,9.364,18.52,91.48
01-01-2022,154,KS Koblenz,7407,0,226,174,6416,817,198,174.6,174.6,221.7,216.1,65.7,2.32,,0,0,11.488,9.348,86.16
01-01-2022,154,KS Landau i.d.Pf.,3704,0,274,56,3407,241,60,128.5,128.5,136.1,175,24.4,2.32,,0,0,9.336,18.52,89.72
01-01-2022,154,KS Neustadt a.d.W.,4100,0,216,51,3713,336,100,187.6,187.6,460.4,197.8,22.9,2.32,,0,0,8.876,18.52,90.76
01-01-2022,154,Vulkaneifel,3477,0,243,69,3134,274,122,201.7,201.6,301.3,243.6,89,2.32,,0,0,9.228,10.848,83.56
01-01-2022,154,KS Mainz,16069,7,680,234,14793,1042,428,197.1,197,245.3,242.4,45.6,2.32,,0,0,9.5,8.288,94.92
01-01-2022,154,KS Pirmasens,2545,0,248,71,2203,271,56,139.4,139.3,288.4,162.7,29.5,2.32,,0,0,9.48,5.516,91.88
01-01-2022,154,KS Speyer,5561,2,182,104,4891,566,89,175.4,175.4,274.2,179.5,110.1,2.32,,0,0,9.464,7.748,85.12
01-01-2022,154,KS Trier,4962,36,210,42,4424,496,134,121.1,121,174.5,135.5,48.8,2.32,,0,0,9.532,9.488,95.24
01-01-2022,154,KS Worms,7815,0,399,111,7226,478,130,155.8,155.8,246.4,172.9,60.2,2.32,,0,0,9.36,7.748,90.16
01-01-2022,154,KS Ludwigshafen,18216,5,529,366,16267,1583,249,144.3,144.3,194.4,166.9,53.5,2.32,,0,0,9.648,7.748,90.2
02-01-2022,155,Trier-Saarburg,7864,28,359,111,7192,561,147,97.7,97.6,98.1,136.1,27.7,2.27,,0,0,8.384,21.152,87.12
02-01-2022,155,Rhein-Pfalz-Kreis,13186,31,381,254,11829,1103,203,131.2,131.2,168.3,162.4,56.9,2.27,,0,0,8.86,14.9,79.92
02-01-2022,155,Rhein-Lahn-Kreis,6745,0,460,107,6205,433,197,160.7,160.7,182,200.5,85.1,2.27,,0,0,9.024,6.388,82.36
02-01-2022,155,Neuwied,13788,0,478,217,12456,1115,266,145.3,145.3,219.5,170.6,55.9,2.27,,0,0,9.356,9.948,84.32
02-01-2022,155,Mayen-Koblenz,12397,0,417,205,10958,1234,273,127.1,127.1,171.5,159.4,44.8,2.27,,0,0,10.176,9.948,82.36
02-01-2022,155,Germersheim,12446,0,640,170,11056,1220,322,249.6,249.6,292,295.5,134.9,2.27,,0,0,8.704,45.74,78.2
02-01-2022,155,Kusel,3884,0,281,80,3557,247,105,149.8,142.1,219.9,180.5,68.2,2.27,,0,0,7.892,16.356,81.12
02-01-2022,155,Kaiserslautern,7782,0,339,99,6621,1062,294,276.5,237.6,499.5,327.4,46.5,2.27,,0,0,8.656,45.74,81.12
02-01-2022,155,Donnersbergkreis,4531,15,266,89,4153,289,105,139,137.7,220.4,167.7,42.9,2.27,,0,0,8.348,45.74,81.04
02-01-2022,155,Cochem-Zell,3557,0,195,84,3309,164,79,128.3,128.2,247.9,137.1,53.8,2.27,,0,0,8.308,17.952,84.16
02-01-2022,155,Birkenfeld,5930,21,451,117,5499,314,144,178.2,172.9,214.3,239.2,67.5,2.27,,0,0,8.036,13.568,87.12
02-01-2022,155,Vulkaneifel,3483,6,243,69,3154,260,128,211.6,211.6,311,260.3,89,2.27,,0,0,8.308,17.952,77.92
02-01-2022,155,Mainz-Bingen,12322,102,578,251,11232,839,387,183,182.8,231.7,227.2,71.7,2.27,,0,0,9.024,15.372,85.24
02-01-2022,155,Westerwaldkreis,12186,0,846,192,11349,645,209,103,103,174.9,106.3,50.7,2.27,,0,0,7.548,16.896,89.68
02-01-2022,155,KS Kaiserslautern,7299,0,426,143,6082,1074,384,385.3,361.7,458.8,488.8,128.6,2.27,,0,0,8.656,45.74,81.12
02-01-2022,155,KS Frankenthal,4519,7,103,70,3951,498,78,160,160,161.6,213.1,68.5,2.27,,0,0,8.42,14.9,84.92
02-01-2022,155,Ahrweiler,8132,25,307,81,7618,433,142,108.8,108.8,171.3,141.8,25.7,2.27,,1,0,10.532,17.952,77.92
02-01-2022,155,Altenkirchen,8456,0,559,115,7904,437,211,163.5,163.5,291.4,166,81.2,2.27,,0,0,9.484,16.896,84.12
02-01-2022,155,Alzey-Worms,9552,0,482,154,8833,565,173,132.3,132.3,170.4,171.1,37.2,2.27,,0,0,9.136,6.388,85.24
02-01-2022,155,Bad Kreuznach,9973,55,279,154,9165,654,268,168.8,168.8,264.9,217.4,35.9,2.27,,0,0,9.024,6.388,81.52
02-01-2022,155,KS Worms,7815,0,399,111,7259,445,130,155.8,155.8,246.4,172.9,60.2,2.27,,0,0,8.42,14.9,84.92
02-01-2022,155,Bernkastel-Wittlich,5756,0,393,74,5195,487,119,105.6,104.1,146.8,131.6,39.7,2.27,,0,0,8.852,18.832,86.88
02-01-2022,155,KS Speyer,5567,6,182,104,4963,500,90,177.4,177.4,296.1,183.3,97.1,2.27,,0,0,9.216,14.9,78.2
02-01-2022,155,KS Pirmasens,2545,0,248,71,2228,246,56,139.4,139.3,288.4,162.7,29.5,2.27,,0,0,8.664,17.86,81.04
02-01-2022,155,KS Neustadt a.d.W.,4100,0,216,51,3753,296,100,187.6,187.6,460.4,197.8,22.9,2.27,,0,0,8.704,45.74,75.8
02-01-2022,155,KS Mainz,16227,158,680,234,14828,1165,569,262.1,261.8,355.6,317.5,51.5,2.27,,0,0,8.444,15.684,85.24
02-01-2022,155,KS Ludwigshafen,18248,32,529,366,16425,1457,256,148.4,148.4,202.9,171.1,53.5,2.27,,0,0,9.76,14.9,80.4
02-01-2022,155,KS Landau i.d.Pf.,3722,18,274,56,3444,222,75,160.7,160.6,160.9,216.8,40.6,2.27,,0,0,9.688,45.74,76.84
02-01-2022,155,KS Koblenz,7407,0,226,174,6463,770,190,167.6,167.6,221.7,203.3,65.7,2.27,,0,0,10.176,9.948,82.36
02-01-2022,155,KS Trier,4998,36,210,42,4443,513,163,147.3,147.2,201.7,169,56.3,2.27,,0,0,8.384,21.152,87.12
03-01-2022,156,Neuwied,13788,0,478,217,12621,950,241,131.6,131.6,199.6,153.4,52.3,2.42,,0,0,8.244,10.356,81.92
03-01-2022,156,Ahrweiler,8141,9,307,82,7638,421,141,108.1,108.1,175.7,140.3,23.3,2.42,,0,1,10.224,19.068,73.72
03-01-2022,156,Altenkirchen,8503,47,564,115,7927,461,240,185.9,185.9,316.3,202.5,78.7,2.42,,5,0,7.956,17.728,87.24
03-01-2022,156,Alzey-Worms,9568,16,482,154,8870,544,130,99.5,99.4,110.9,137.2,23.9,2.42,,0,0,9.536,8.932,86.8
03-01-2022,156,Bad Kreuznach,10015,42,279,154,9207,654,283,178.3,178.3,264.9,232.5,41.9,2.42,,0,0,9.632,8.932,92.24
03-01-2022,156,Birkenfeld,5943,13,454,117,5531,295,149,184.3,178.9,200.4,259.4,63.8,2.42,,3,0,8.12,15.78,90.68
03-01-2022,156,Bernkastel-Wittlich,5780,24,393,74,5250,456,121,107.4,105.8,141.9,138.6,36.9,2.42,,0,0,7.664,24.468,88.48
03-01-2022,156,Donnersbergkreis,4540,9,266,89,4172,279,103,136.4,135.1,220.4,162.4,42.9,2.42,,0,0,7.552,51.312,92.24
03-01-2022,156,Germersheim,12535,89,649,176,11211,1148,298,231,231,259.6,289.6,101.9,2.42,,9,6,7.532,51.312,71.92
03-01-2022,156,Kaiserslautern,7835,53,339,100,6715,1020,308,289.7,248.9,523.1,342.5,49.6,2.42,,0,1,9.888,51.312,82
03-01-2022,156,Kusel,3915,31,281,80,3574,261,105,149.8,142.1,195.4,180.5,80.9,2.42,,0,0,8.42,26.392,82
03-01-2022,156,Mainz-Bingen,12358,36,582,251,11255,852,376,177.8,177.6,231.7,219,68.4,2.42,,4,0,9.632,26.14,86.8
03-01-2022,156,Mayen-Koblenz,12494,97,417,205,11031,1258,317,147.6,147.6,184.1,190.1,52.6,2.42,,0,0,10.184,10.356,77.64
