,Date,District,PCR_Postive_Count,PCR_Positive_Hospitalised,Deceased,temperature,wind_speed,relative_humidity
6615,2022-03-10,Donnersbergkreis,293,1,0,7.652,23.26,37.8
6616,2022-03-10,Ahrweiler,316,0,0,5.036,11.164,56.88
6617,2022-03-10,KS Koblenz,364,0,0,4.352,7.568,59.2
6618,2022-03-10,Vulkaneifel,181,0,0,6.5,11.164,56.88
6619,2022-03-10,Westerwaldkreis,617,6,0,6.58,19.944,39.8
6620,2022-03-10,KS Frankenthal,150,0,0,5.212,7.94,52.88
6621,2022-03-10,KS Kaiserslautern,362,3,1,5.312,23.26,49.68
6622,2022-03-10,KS Mainz,767,17,0,7.044,10.204,46.88
6623,2022-03-10,KS Ludwigshafen,397,9,1,6.9,7.94,49.04
6624,2022-03-10,KS Neustadt a.d.W.,97,0,0,6.832,23.26,37.84
6625,2022-03-10,KS Pirmasens,79,3,0,8.252,13.1,37.64
6626,2022-03-10,KS Speyer,180,0,0,7.04,7.94,46.76
6627,2022-03-10,KS Trier,330,1,0,7.192,10.16,44.2
6628,2022-03-10,KS Worms,223,3,0,5.212,7.94,52.88
6629,2022-03-10,KS Landau i.d.Pf.,50,9,0,8.112,23.26,40.2
6630,2022-03-11,Rhein-Lahn-Kreis,324,2,1,7.36,12.184,55.12
6631,2022-03-11,Ahrweiler,286,3,0,8.676,19.304,40.72
6632,2022-03-11,Altenkirchen,276,2,0,6.932,27.892,40.52
6633,2022-03-11,Alzey-Worms,323,10,0,5.84,12.184,45.76
6634,2022-03-11,Bernkastel-Wittlich,312,4,0,6.5,26.552,37.84
6635,2022-03-11,Birkenfeld,158,2,1,4.14,5.872,53.92
6636,2022-03-11,Germersheim,480,7,1,4.596,26.672,39.0
6637,2022-03-11,Bad Kreuznach,430,0,0,4.808,12.184,57.0
6638,2022-03-11,Donnersbergkreis,237,0,0,5.644,26.672,44.04
6639,2022-03-11,Kaiserslautern,455,2,0,7.304,26.672,42.48
6640,2022-03-11,Kusel,205,0,1,7.172,18.572,42.48
6641,2022-03-11,Mainz-Bingen,410,7,0,7.36,15.408,45.76
6642,2022-03-11,Mayen-Koblenz,747,4,0,5.356,10.004,55.12
6643,2022-03-11,Cochem-Zell,192,0,0,6.472,19.304,48.72
6644,2022-03-11,Neuwied,463,0,0,6.264,10.004,45.56
6645,2022-03-11,Rhein-Pfalz-Kreis,351,2,1,6.136,10.0,47.68
6646,2022-03-11,KS Ludwigshafen,393,-1,0,8.18,10.0,39.84
6647,2022-03-11,Trier-Saarburg,371,7,0,9.308,14.388,37.48
6648,2022-03-11,Vulkaneifel,260,0,0,6.472,19.304,40.72
6649,2022-03-11,KS Frankenthal,103,1,1,5.544,10.0,50.28
6650,2022-03-11,KS Kaiserslautern,396,0,0,7.304,26.672,42.48
6651,2022-03-11,KS Landau i.d.Pf.,103,2,0,7.196,26.672,44.08
6652,2022-03-11,Westerwaldkreis,680,7,2,4.032,27.892,47.08
6653,2022-03-11,KS Mainz,623,9,0,6.112,10.932,45.76
6654,2022-03-11,KS Neustadt a.d.W.,176,2,0,4.596,26.672,44.92
6655,2022-03-11,KS Pirmasens,129,2,0,7.14,15.116,44.0
6656,2022-03-11,KS Speyer,111,1,0,8.056,10.0,39.0
6657,2022-03-11,KS Trier,220,1,0,9.308,14.388,37.48
6658,2022-03-11,KS Worms,158,3,0,5.544,10.0,50.28
6659,2022-03-11,KS Koblenz,404,0,0,5.356,10.004,55.12
6660,2022-03-12,Birkenfeld,103,0,0,5.296,5.544,58.32
6661,2022-03-12,Rhein-Pfalz-Kreis,117,0,0,7.712,4.544,48.84
6662,2022-03-12,Altenkirchen,55,0,0,8.032,16.436,47.48
6663,2022-03-12,Alzey-Worms,37,0,0,7.092,8.196,46.52
