District Name,Current Date,timestamp,source_id,precipitation,pressure_msl,sunshine,temperature,wind_direction,wind_speed,cloud_cover,dew_point,relative_humidity,visibility,wind_gust_direction,wind_gust_speed,condition,fallback_source_ids,icon
Ahrweiler,2022-05-06,2022-05-06T00:00:00+00:00,7142,0.0,1025.2,,9.8,200,4.0,0,6.2,78,20100,,7.6,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Ahrweiler,2022-05-06,2022-05-06T01:00:00+00:00,7142,0.0,1025.4,,8.8,270,2.9,0,6.0,83,17480,,5.4,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Ahrweiler,2022-05-06,2022-05-06T02:00:00+00:00,7142,0.0,1025.59,,8.4,260,3.6,0,5.8,83,13270,,6.1,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Ahrweiler,2022-05-06,2022-05-06T03:00:00+00:00,7142,0.0,1025.7,,7.9,240,4.3,0,5.5,85,10670,,7.2,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Ahrweiler,2022-05-06,2022-05-06T04:00:00+00:00,7142,0.0,1025.59,,7.5,220,3.6,0,5.3,86,11660,,5.8,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T05:00:00+00:00,7142,0.0,1026.09,,7.8,230,4.3,0,5.1,83,9780,,6.8,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T06:00:00+00:00,7142,0.0,1026.2,,9.2,210,2.5,0,5.5,78,7980,,4.3,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T07:00:00+00:00,7142,0.0,1026.0,,11.8,340,1.8,0,7.0,72,13480,,5.0,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T08:00:00+00:00,7142,0.0,1025.5,,15.4,330,3.6,25,8.7,64,20950,,9.0,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",partly-cloudy-day
Ahrweiler,2022-05-06,2022-05-06T09:00:00+00:00,7142,0.0,1025.3,,17.5,30,10.4,0,8.3,55,39950,,25.9,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T10:00:00+00:00,7142,0.0,1024.9,,18.6,30,14.0,0,6.2,44,39240,,27.4,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T11:00:00+00:00,7142,0.0,1024.8,,19.1,40,13.7,12,5.0,39,48050,,28.4,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T12:00:00+00:00,7142,0.0,1024.09,,20.5,30,13.0,12,5.1,36,36180,,26.6,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T13:00:00+00:00,7142,0.0,1024.2,,20.6,30,12.6,37,4.0,34,41210,,25.2,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",partly-cloudy-day
Ahrweiler,2022-05-06,2022-05-06T14:00:00+00:00,7142,0.0,1023.6,,20.3,10,12.2,0,5.9,39,66460,,25.9,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T15:00:00+00:00,7142,0.0,1023.3,,21.1,20,11.5,0,4.2,33,45860,,23.8,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T16:00:00+00:00,7142,0.0,1023.4,,19.6,360,11.5,0,5.6,40,38050,,27.7,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T17:00:00+00:00,7142,0.0,1023.5,,19.5,360,13.3,0,6.1,41,42180,,24.8,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T18:00:00+00:00,7142,0.0,1023.6,,19.0,360,11.9,0,6.5,44,32460,,18.7,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-day
Ahrweiler,2022-05-06,2022-05-06T19:00:00+00:00,7142,0.0,1023.9,,14.3,360,9.0,0,8.4,68,40000,,15.1,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Ahrweiler,2022-05-06,2022-05-06T20:00:00+00:00,7142,0.0,1024.5,,13.5,20,6.5,0,7.6,67,34450,,10.8,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Ahrweiler,2022-05-06,2022-05-06T21:00:00+00:00,7142,0.0,1024.59,,13.0,10,4.7,0,7.6,70,31100,,10.8,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Ahrweiler,2022-05-06,2022-05-06T22:00:00+00:00,7142,0.0,1024.5,,12.4,20,3.2,0,7.3,71,34260,,5.8,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Ahrweiler,2022-05-06,2022-05-06T23:00:00+00:00,7142,0.0,1024.7,,11.5,260,4.7,0,7.1,74,26300,,7.6,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Ahrweiler,2022-05-06,2022-05-07T00:00:00+00:00,7142,0.0,1024.8,,10.8,230,4.7,0,6.9,77,26940,,8.3,dry,"{'visibility': 46588, 'wind_gust_speed': 46588, 'wind_speed': 46588, 'cloud_cover': 46588, 'pressure_msl': 46588, 'wind_direction': 46588}",clear-night
Altenkirchen,2022-05-06,2022-05-06T00:00:00+00:00,96828,0.0,1024.8,,7.5,20,11.2,0,4.7,82,58030,,17.3,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-night
Altenkirchen,2022-05-06,2022-05-06T01:00:00+00:00,96828,0.0,1024.9,,6.9,30,12.6,0,4.8,86,75000,,15.5,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-night
Altenkirchen,2022-05-06,2022-05-06T02:00:00+00:00,96828,0.0,1025.09,,5.9,20,11.9,0,4.0,88,75000,,16.6,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-night
Altenkirchen,2022-05-06,2022-05-06T03:00:00+00:00,96828,0.0,1024.9,,5.0,40,11.2,0,3.7,91,66910,,17.3,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-night
Altenkirchen,2022-05-06,2022-05-06T04:00:00+00:00,96828,0.0,1024.7,,4.7,40,10.4,0,3.5,92,75000,,15.1,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-day
Altenkirchen,2022-05-06,2022-05-06T05:00:00+00:00,96828,0.0,1024.9,,4.9,40,9.4,0,3.4,90,57630,,14.8,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-day
Altenkirchen,2022-05-06,2022-05-06T06:00:00+00:00,96828,0.0,1024.9,,7.4,50,8.6,0,3.7,77,75000,,13.7,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-day
Altenkirchen,2022-05-06,2022-05-06T07:00:00+00:00,96828,0.0,1024.9,,10.6,40,7.6,0,4.3,65,60790,,17.3,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-day
Altenkirchen,2022-05-06,2022-05-06T08:00:00+00:00,96828,0.0,1024.9,,14.1,20,11.2,0,4.5,52,52720,,20.9,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-day
Altenkirchen,2022-05-06,2022-05-06T09:00:00+00:00,96828,0.0,1024.8,,16.3,360,11.5,0,2.9,40,74250,,22.0,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-day
Altenkirchen,2022-05-06,2022-05-06T10:00:00+00:00,96828,0.0,1024.7,,17.9,40,10.8,62,4.3,40,66130,,23.0,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",partly-cloudy-day
Altenkirchen,2022-05-06,2022-05-06T11:00:00+00:00,96828,0.0,1024.5,,17.9,30,9.7,87,3.5,38,70860,,23.0,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",cloudy
Altenkirchen,2022-05-06,2022-05-06T12:00:00+00:00,96828,0.0,1023.7,,19.8,50,9.4,87,3.4,34,54510,,22.0,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",cloudy
Altenkirchen,2022-05-06,2022-05-06T13:00:00+00:00,96828,0.0,1023.1,,19.1,10,9.0,75,4.5,38,67470,,27.7,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",partly-cloudy-day
Altenkirchen,2022-05-06,2022-05-06T14:00:00+00:00,96828,0.0,1023.3,,20.1,30,10.4,87,3.7,34,60380,,24.8,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",cloudy
Altenkirchen,2022-05-06,2022-05-06T15:00:00+00:00,96828,0.0,1022.4,,20.8,20,7.2,75,4.6,34,50190,,20.9,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",partly-cloudy-day
Altenkirchen,2022-05-06,2022-05-06T16:00:00+00:00,96828,0.0,1022.6,,20.1,330,8.6,75,4.8,36,64190,,20.2,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",partly-cloudy-day
Altenkirchen,2022-05-06,2022-05-06T17:00:00+00:00,96828,0.0,1022.5,,19.3,320,9.0,100,5.4,40,70740,,18.7,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",cloudy
Altenkirchen,2022-05-06,2022-05-06T18:00:00+00:00,96828,0.0,1022.9,,18.1,320,9.7,100,6.0,45,52170,,23.8,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",cloudy
Altenkirchen,2022-05-06,2022-05-06T19:00:00+00:00,96828,0.0,1023.3,,16.2,320,9.7,75,6.3,52,51020,,19.8,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",partly-cloudy-night
Altenkirchen,2022-05-06,2022-05-06T20:00:00+00:00,96828,0.0,1023.9,,13.9,330,8.3,0,6.6,61,40100,,15.1,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-night
Altenkirchen,2022-05-06,2022-05-06T21:00:00+00:00,96828,0.0,1024.3,,13.0,340,9.0,0,6.8,66,40930,,16.9,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-night
Altenkirchen,2022-05-06,2022-05-06T22:00:00+00:00,96828,0.0,1024.2,,12.0,360,10.4,0,6.8,70,38900,,14.4,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-night
Altenkirchen,2022-05-06,2022-05-06T23:00:00+00:00,96828,0.0,1023.9,,10.4,10,10.1,0,6.6,77,43800,,14.0,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-night
Altenkirchen,2022-05-06,2022-05-07T00:00:00+00:00,96828,0.0,1023.7,,10.2,20,8.3,0,6.8,79,68430,,10.8,dry,"{'visibility': 195597, 'wind_gust_speed': 195597, 'wind_speed': 195597, 'cloud_cover': 195597, 'pressure_msl': 195597, 'wind_direction': 195597}",clear-night
Alzey-Worms,2022-05-06,2022-05-06T00:00:00+00:00,6859,0.0,1023.9,0.0,11.7,310,5.8,0,9.3,85,38630,,12.2,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Alzey-Worms,2022-05-06,2022-05-06T01:00:00+00:00,6859,0.0,1024.09,0.0,11.8,310,8.6,0,8.2,78,39410,,14.8,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Alzey-Worms,2022-05-06,2022-05-06T02:00:00+00:00,6859,0.0,1024.2,0.0,10.4,320,7.6,12,7.0,80,33930,,21.2,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Alzey-Worms,2022-05-06,2022-05-06T03:00:00+00:00,6859,0.0,1024.3,0.0,8.8,300,7.2,0,6.5,86,46690,,18.7,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Alzey-Worms,2022-05-06,2022-05-06T04:00:00+00:00,6859,0.0,1024.2,0.0,7.8,290,8.6,0,6.1,89,42920,,17.3,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-day
Alzey-Worms,2022-05-06,2022-05-06T05:00:00+00:00,6859,0.0,1024.59,12.0,8.3,270,7.2,0,6.1,86,43760,,11.2,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-day
Alzey-Worms,2022-05-06,2022-05-06T06:00:00+00:00,6859,0.0,1024.9,58.0,11.7,250,5.8,0,7.3,74,36040,,11.5,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-day
Alzey-Worms,2022-05-06,2022-05-06T07:00:00+00:00,6859,0.0,1024.8,60.0,13.6,200,5.4,0,6.2,61,49800,,9.0,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-day
Alzey-Worms,2022-05-06,2022-05-06T08:00:00+00:00,6859,0.0,1024.8,60.0,15.0,140,6.1,0,6.7,58,53060,,12.6,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-day
Alzey-Worms,2022-05-06,2022-05-06T09:00:00+00:00,6859,0.0,1024.7,60.0,16.5,70,8.6,0,6.9,53,65780,,22.3,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-day
Alzey-Worms,2022-05-06,2022-05-06T10:00:00+00:00,6859,0.0,1024.59,60.0,17.4,20,11.5,25,4.9,43,32220,,33.8,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",partly-cloudy-day
Alzey-Worms,2022-05-06,2022-05-06T11:00:00+00:00,6859,0.0,1024.3,60.0,18.2,60,9.4,25,6.1,45,63490,,23.8,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",partly-cloudy-day
Alzey-Worms,2022-05-06,2022-05-06T12:00:00+00:00,6859,0.0,1023.8,60.0,18.6,60,7.9,62,6.1,44,54200,,23.0,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",partly-cloudy-day
Alzey-Worms,2022-05-06,2022-05-06T13:00:00+00:00,6859,0.0,1023.4,60.0,19.0,50,10.4,0,4.1,37,38160,,58.0,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-day
Alzey-Worms,2022-05-06,2022-05-06T14:00:00+00:00,6859,0.0,1023.2,60.0,19.6,60,10.4,50,6.0,41,45090,,22.0,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",partly-cloudy-day
Alzey-Worms,2022-05-06,2022-05-06T15:00:00+00:00,6859,0.0,1022.8,59.0,19.3,80,8.6,62,5.1,39,54790,,23.8,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",partly-cloudy-day
Alzey-Worms,2022-05-06,2022-05-06T16:00:00+00:00,6859,0.0,1022.7,54.0,19.4,50,8.3,75,4.3,37,75000,,24.1,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",partly-cloudy-day
Alzey-Worms,2022-05-06,2022-05-06T17:00:00+00:00,6859,0.0,1022.6,54.0,19.2,10,8.6,25,5.6,41,75000,,23.0,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",partly-cloudy-day
Alzey-Worms,2022-05-06,2022-05-06T18:00:00+00:00,6859,0.0,1022.7,52.0,16.6,20,7.9,0,6.2,50,52350,,16.2,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-day
Alzey-Worms,2022-05-06,2022-05-06T19:00:00+00:00,6859,0.0,1023.2,0.0,14.8,360,5.8,0,6.2,56,56360,,13.3,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Alzey-Worms,2022-05-06,2022-05-06T20:00:00+00:00,6859,0.0,1023.6,0.0,13.6,340,9.4,0,5.6,59,56200,,13.7,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Alzey-Worms,2022-05-06,2022-05-06T21:00:00+00:00,6859,0.0,1023.8,0.0,12.6,320,6.8,0,5.2,60,61920,,12.6,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Alzey-Worms,2022-05-06,2022-05-06T22:00:00+00:00,6859,0.0,1023.9,0.0,10.3,310,9.7,0,5.8,74,72430,,16.6,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Alzey-Worms,2022-05-06,2022-05-06T23:00:00+00:00,6859,0.0,1023.8,0.0,10.6,280,5.4,0,5.5,71,49740,,13.0,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Alzey-Worms,2022-05-06,2022-05-07T00:00:00+00:00,6859,0.0,1023.8,0.0,9.9,300,4.3,0,5.5,74,44630,,9.4,dry,"{'visibility': 9138, 'wind_gust_speed': 9138, 'wind_speed': 9138, 'cloud_cover': 9138, 'pressure_msl': 9138, 'wind_direction': 9138}",clear-night
Bad Durkheim,2022-05-06,2022-05-06T00:00:00+00:00,6935,0.0,1023.7,,14.5,360,17.3,100,7.3,62,35960,,30.6,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",cloudy
Bad Durkheim,2022-05-06,2022-05-06T01:00:00+00:00,6935,0.0,1023.5,,14.1,360,17.3,100,7.0,62,45200,,30.2,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",cloudy
Bad Durkheim,2022-05-06,2022-05-06T02:00:00+00:00,6935,0.0,1023.6,,13.8,360,15.8,100,6.7,62,45990,,27.7,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",cloudy
Bad Durkheim,2022-05-06,2022-05-06T03:00:00+00:00,6935,0.0,1023.9,,12.5,360,18.4,100,6.3,66,42560,,30.6,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",cloudy
Bad Durkheim,2022-05-06,2022-05-06T04:00:00+00:00,6935,0.0,1023.7,,11.3,360,20.2,100,5.4,67,51190,,30.2,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",cloudy
Bad Durkheim,2022-05-06,2022-05-06T05:00:00+00:00,6935,0.0,1024.2,,10.8,360,21.2,87,5.8,71,57880,,33.8,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",cloudy
Bad Durkheim,2022-05-06,2022-05-06T06:00:00+00:00,6935,0.0,1024.2,,13.5,10,20.5,0,4.9,56,60090,,28.8,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",clear-day
Bad Durkheim,2022-05-06,2022-05-06T07:00:00+00:00,6935,0.0,1024.09,,14.3,10,13.7,0,6.0,57,46540,,27.7,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",clear-day
Bad Durkheim,2022-05-06,2022-05-06T08:00:00+00:00,6935,0.0,1023.9,,15.3,40,15.8,62,6.8,57,35720,,29.9,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",partly-cloudy-day
Bad Durkheim,2022-05-06,2022-05-06T09:00:00+00:00,6935,0.0,1023.8,,17.1,50,16.6,25,7.1,52,39310,,35.3,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",partly-cloudy-day
Bad Durkheim,2022-05-06,2022-05-06T10:00:00+00:00,6935,0.0,1024.0,,18.0,40,19.1,0,5.0,42,44230,,36.4,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",clear-day
Bad Durkheim,2022-05-06,2022-05-06T11:00:00+00:00,6935,0.0,1023.6,,18.8,40,16.6,50,5.0,40,53210,,41.0,dry,"{'visibility': 96591, 'wind_gust_speed': 96591, 'wind_speed': 96591, 'cloud_cover': 96591, 'pressure_msl': 96591, 'wind_direction': 96591}",partly-cloudy-day
